Course.exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark.1,NumericEquivalent,Credits,CreditEarned,CreditEarned.1,Term.Average.Display,Credits.Total,Credit.Earned.Total,Credits.Average,StudentID,Credits.Total.1,Credit.Earned.Total.1,Cumulative.Term.Average1,Credits.Average.1
Course,2,2016,30Q258,HGS43,GLOBAL STUDIES 10 1 ,70, ,70,1,0,1,,,,,214296577,,,,
Course,2,2016,30Q258,HGS44,GLOBAL STUDIES 10 2 ,70, ,70,1,0,1,,,,,214296577,,,,
Course,2,2016,30Q258,MRS22,CC Algebra II 2 of 2,65, ,65,1,0,1,,,,,214296577,,,,
Course,2,2016,30Q258,PPS84,PHYS ED,76, ,76,0.5,0,0.5,,,,,214296577,,,,
Course,2,2016,30Q258,RZS22T,WORK BASED LEARNING ,81, ,81,1,0,1,,,,,214296577,,,,
Course,2,2016,30Q258,SCS22,CHEMISTRY 2 OF 2,75, ,75,1,0,1,,,,,214296577,,,,
Course,2,2016,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,72.15384615,6.5,6.5,6.5,214296577,,,,
Course,1,2016,30Q258,EES85,ENGLISH 11 1 OF 2,73, ,73,1,0,1,,,,,214296577,,,,
Course,1,2016,30Q258,HGS41,GLOBAL STUDIES 9 1 O,81, ,81,1,0,1,,,,,214296577,,,,
Course,1,2016,30Q258,HGS42,GLOBAL STUDIES 9 2 O,81, ,81,1,0,1,,,,,214296577,,,,
Course,1,2016,30Q258,MRS21,CC Algebra II 1 of 2,71, ,71,1,0,1,,,,,214296577,,,,
Course,1,2016,30Q258,PPS83,PHYS ED,87, ,87,0.5,0,0.5,,,,,214296577,,,,
Course,1,2016,30Q258,SCS21,CHEMISTRY 1 OF 2,78, ,78,1,0,1,,,,,214296577,,,,
Course,1,2016,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,F, ,55,0,0,0,,,,,214296577,,,,
Course,1,2016,30Q258,SQS11T,Engineering Design P,93, ,93,1,0,1,80.07692308,6.5,6.5,6.5,214296577,,,,
Course,2,2015,30Q258,ANS21,STUDIO ART I 1 of 2,75, ,75,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,EES83,ENGLISH 10 1 OF 2,65, ,65,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,EES84,ENGLISH 10 2 OF 2,65, ,65,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,MGS22,GEOMETRY 2 OF 2,82, ,82,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,MQS11P,Math Lab,CR,*,,0,0,0,,,,,214296577,,,,
Course,2,2015,30Q258,PHS22,HEALTH 2 of 2,80, ,80,0.5,0,0.5,,,,,214296577,,,,
Course,2,2015,30Q258,PPS82,PHYS ED,82, ,82,0.5,0,0.5,,,,,214296577,,,,
Course,2,2015,30Q258,RZS21T,WORK BASED LEARNING ,79, ,79,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,SLS22,LIVING ENV 2 OF 2,81, ,81,1,0,1,,,,,214296577,,,,
Course,2,2015,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,CR,*,,0,0,0,75.42857143,7,7,7,214296577,,,,
Course,1,2015,30Q258,EES81,ENGLISH 9 1 OF 2,74, ,74,1,0,1,,,,,214296577,,,,
Course,1,2015,30Q258,EES82,ENGLISH 9 2 OF 2,74, ,74,1,0,1,,,,,214296577,,,,
Course,1,2015,30Q258,GAS21,Freshman Seminar,CR,*,,0,0,0,,,,,214296577,,,,
Course,1,2015,30Q258,MGS21,GEOMETRY 1 OF 2,86, ,86,1,0,1,,,,,214296577,,,,
Course,1,2015,30Q258,MKS11,COMPUTER PROGRAMMING,90, ,90,1,0,1,,,,,214296577,,,,
Course,1,2015,30Q258,PHS21,HEALTH 1 of 2,87, ,87,0.5,0,0.5,,,,,214296577,,,,
Course,1,2015,30Q258,PPS81,PHYS ED,88, ,88,0.5,0,0.5,,,,,214296577,,,,
Course,1,2015,30Q258,SLS21,LIVING ENV 1 OF 2,86, ,86,1,0,1,,,,,214296577,,,,
Course,1,2015,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,CR,*,,0,0,0,,,,,214296577,,,,
Course,1,2015,30Q258,SQS21T,ENGINEERING FOUNDATI,81, ,81,1,0,1,82.64285714,7,7,7,214296577,,,,
Course,1,2014,30Q204,MEN11A,ALGEBRA,80, ,80,2,0,2,,,,,214296577,,,,
Course,1,2014,30Q204,SEN11A,EARTH SCIENCE ACC,70, ,70,2,0,2,75,4,4,4,214296577,,,,
Exam  ,2,2017,30Q258,HXRUE ,USHIST REG JUNE,82, ,82,0,0,0,,0,0,0,214296577,,,,
Exam  ,2,2016,30Q258,EXRCE ,CC ELA REG JUN,88, ,88,0,0,0,,,,,214296577,,,,
Exam  ,2,2016,30Q258,HXRGE ,GLOB HIST REG JUN,84, ,84,0,0,0,,,,,214296577,,,,
Exam  ,2,2016,30Q258,MXRNE ,CC ALGEBRA II REG JU,63, ,63,0,0,0,,,,,214296577,,,,
Exam  ,2,2016,30Q258,SXRXE ,CHEMISTRY R JUNE,68, ,68,0,0,0,,0,0,0,214296577,,,,
Exam  ,2,2015,30Q258,MXRKE ,CC GEOMETRY REG JUN,76, ,76,0,0,0,,,,,214296577,,,,
Exam  ,2,2015,30Q258,SXRKE ,LIVENVIR R JUNE,92, ,92,0,0,0,,0,0,0,214296577,,,,
Exam  ,1,2014,30Q204,MXRCE ,CC ALGEBRA I REG JUN,77,*,77,0,0,0,,,,,214296577,,,,
Exam  ,1,2014,30Q204,SXRUE ,PHSET ES R JUN,87,*,87,0,0,0,,0,0,0,214296577,55,52.5,74.91818182,55
Course,2,2020,30Q258,AGS44,Art and Design,92, ,92,0.5,44,0.5,,,,,215439408,,,,
Course,2,2020,30Q258,EES88X,AP English Language ,80, ,80,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,FSS62QA,Heritage Spanish 2,81, ,81,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,HUS22X,AP US History,85, ,85,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,68, ,68,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,PPS86,PHYS ED,95, ,95,0.5,44,0.5,,,,,215439408,,,,
Course,2,2020,30Q258,RQS22T,Energy and Sustainab,89, ,89,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,SCS22,CHEMISTRY 2 OF 2,88, ,88,1,44,1,,,,,215439408,,,,
Course,2,2020,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,44,0,83.5,7,7,7,215439408,,,,
Course,1,2020,30Q258,AGS43,Art and Design 11,68, ,68,0.5,44,0.5,,,,,215439408,,,,
Course,1,2020,30Q258,EES87X,AP English Language ,83, ,83,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,FSS61QA,Heritage Spanish 1,79, ,79,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,HUS21X,AP US History,70, ,70,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,65, ,65,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,PPS85,PHYS ED,100, ,100,0.5,44,0.5,,,,,215439408,,,,
Course,1,2020,30Q258,RQS21T,Energy & Sustainabil,85, ,85,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,SCS21,CHEMISTRY 1 OF 2,78, ,78,1,44,1,,,,,215439408,,,,
Course,1,2020,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,44,0,77.71428571,7,7,7,215439408,,,,
Course,2,2019,30Q258,AUS22,Digital Art 2 of 2,72, ,72,0.5,44,0.5,,,,,215439408,,,,
Course,2,2019,30Q258,EES86,ENGLISH 11 2 OF 2,77, ,77,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,HGS43,GLOBAL STUDIES 10 1 ,72, ,72,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,HGS44,GLOBAL STUDIES 10 2 ,72, ,72,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,MGS22,GEOMETRY 2 OF 2,76, ,76,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,PPS84,PHYS ED,90, ,90,0.5,44,0.5,,,,,215439408,,,,
Course,2,2019,30Q258,RVS22T,Engineering in the W,80, ,80,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,SWS22X,AP Environmental Sci,74, ,74,1,44,1,,,,,215439408,,,,
Course,2,2019,30Q258,SWS22XL,AP Environmental Sci,P,*,,0,44,0,76,7,7,7,215439408,,,,
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,75, ,75,0.5,44,0.5,,,,,215439408,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,70, ,70,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,72, ,72,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,72, ,72,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,70, ,70,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,89, ,89,0.5,44,0.5,,,,,215439408,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,80, ,80,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,75, ,75,1,44,1,,,,,215439408,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,44,0,74.42857143,7,7,7,215439408,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,79, ,79,1,44,1,,,,,215439408,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,79, ,79,1,44,1,,,,,215439408,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,74, ,74,1,44,1,,,,,215439408,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,74, ,74,1,44,1,,,,,215439408,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,71, ,71,0.5,44,0.5,,,,,215439408,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,90, ,90,0.5,44,0.5,,,,,215439408,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,73, ,73,1,44,1,,,,,215439408,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,44,0,,,,,215439408,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,79, ,79,1,44,1,76.92857143,7,7,7,215439408,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,79, ,79,1,44,1,,,,,215439408,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,79, ,79,1,44,1,,,,,215439408,,,,
Course,1,2018,30Q258,MES41,INTEGRATED ALGEBRA 1,86, ,86,1,44,1,,,,,215439408,,,,
Course,1,2018,30Q258,MES42,INTEGRATED ALGEBRA 2,86, ,86,1,44,1,,,,,215439408,,,,
Course,1,2018,30Q258,PHS21,HEALTH 1 of 2,76, ,76,0.5,44,0.5,,,,,215439408,,,,
Course,1,2018,30Q258,PPS81,PHYS ED,93, ,93,0.5,44,0.5,,,,,215439408,,,,
Course,1,2018,30Q258,SLS21,LIVING ENV 1 OF 2,75, ,75,1,44,1,,,,,215439408,,,,
Course,1,2018,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,44,0,,,,,215439408,,,,
Course,1,2018,30Q258,SQS21T,ENGINEERING FOUNDATI,74, ,74,1,44,1,80.5,7,7,7,215439408,,,,
Course,1,2017,24Q311,FSN31A,SPANISH I,87, ,87,2,44,2,87,2,2,2,215439408,,,,
Exam  ,2,2020,30Q258,HXRKE ,FRAMEWORK US HIST RE,WA,*,,0,44,0,,,,,215439408,,,,
Exam  ,2,2020,30Q258,MXRNE ,CC ALGEBRA II REG JU,WA,*,,0,44,0,,,,,215439408,,,,
Exam  ,2,2020,30Q258,SXRXE ,CHEMISTRY R JUNE,WA,*,,0,44,0,,0,0,0,215439408,,,,
Exam  ,2,2019,30Q258,EXRCE ,CC ELA REG JUN,WA,*,,0,44,0,,,,,215439408,,,,
Exam  ,2,2019,30Q258,HXRCE ,GLOBAL II REG JUN,WA,*,,0,44,0,,,,,215439408,,,,
Exam  ,2,2019,30Q258,MXRKE ,CC GEOMETRY REG JUN,WA,*,,0,44,0,,0,0,0,215439408,,,,
Exam  ,2,2018,30Q258,MXRCE ,CC ALGEBRA I REG JUN,73,*,73,0,44,0,,,,,215439408,,,,
Exam  ,2,2018,30Q258,SXRKE ,LIVENVIR R JUNE,68,*,68,0,44,0,,0,0,0,215439408,,,,
Exam  ,1,2017,24Q311,FX2SE ,SPAN PROF,99, ,99,0,44,0,,0,0,0,215439408,44,44,78.57954545,44
Course,2,2019,30Q258,HVS11,PART IN GOVT,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,2,2019,30Q258,MCS41U,MAT 201 - Calculus I,A, ,95,1,54.5,1,,,,,214817390,,,,
Course,2,2019,30Q258,PPS88,PHYS ED,100, ,100,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2019,30Q258,RQS44T,Technology & Sustain,92, ,92,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2019,30Q258,SKS22XA,AP Computer Science ,97, ,97,1,54.5,1,,,,,214817390,,,,
Course,2,2019,30Q258,SQS22QA,Advanced Engineering,100, ,100,1,54.5,1,96,5,5,5,214817390,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,93, ,93,1,54.5,1,,,,,214817390,,,,
Course,1,2019,30Q258,PHS11,HEALTH,100, ,100,1,54.5,1,,,,,214817390,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,95, ,95,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,90, ,90,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2019,30Q258,SKS21XA,AP Computer Science ,96, ,96,1,54.5,1,,,,,214817390,,,,
Course,1,2019,30Q258,SKS21XP,AP Computer Science ,96, ,96,1,54.5,1,,,,,214817390,,,,
Course,1,2019,30Q258,SQS21QA,Advanced Engineering,100, ,100,1,54.5,1,96.25,6,6,6,214817390,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,FSS62QA,Heritage Spanish 2,95, ,95,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,MPS11U,MAT 200 Precalc,B+, ,88,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,93, ,93,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,98, ,98,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2018,30Q258,SPS22,PHYSICS  2 OF 2,96, ,96,1,54.5,1,,,,,214817390,,,,
Course,2,2018,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,54.5,0,,,,,214817390,,,,
Course,2,2018,30Q258,TCS11U,MAE100 Intro to Auto,A, ,95,1,54.5,1,93.6875,8,8,8,214817390,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,FSS61QA,Heritage Spanish 1,90, ,90,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,MQS11S,MAT 115 Skills Lab,P,*,,0,54.5,0,,,,,214817390,,,,
Course,1,2018,30Q258,MQS11U**,MAT 115 - College Al,A-, ,93,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,99, ,99,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,96, ,96,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,99, ,99,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2018,30Q258,SPS21,PHYSICS  1 OF 2,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,1,2018,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,54.5,0,,,,,214817390,,,,
Course,1,2018,30Q258,TQS11U,MAE109 - Introductio,A, ,95,1,54.5,1,95.225,8,8,8,214817390,,,,
Course,2,2017,30Q258,CHS22,Greek Theater II,97, ,97,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,93, ,93,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,PPS84,PHYS ED,95, ,95,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,95, ,95,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,SCS22,CHEMISTRY 2 OF 2,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,2,2017,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,54.5,0,93.14285714,7,7,7,214817390,,,,
Course,1,2017,30Q258,CHS21,Greek Theater I,96, ,96,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,HBS11U,HUP 102 Critical Thi,B, ,85,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,97, ,97,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,PPS83,PHYS ED,95, ,95,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,SCS21,CHEMISTRY 1 OF 2,94, ,94,1,54.5,1,,,,,214817390,,,,
Course,1,2017,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,54.5,0,93.2,7.5,7.5,7.5,214817390,,,,
Course,2,2016,30Q258,ANS21,STUDIO ART I 1 of 2,92, ,92,1,54.5,1,,,,,214817390,,,,
Course,2,2016,30Q258,EES83,ENGLISH 10 1 OF 2,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,2,2016,30Q258,EES84,ENGLISH 10 2 OF 2,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,2,2016,30Q258,MES22,CC Algebra I 2 of 2,100, ,100,1,54.5,1,,,,,214817390,,,,
Course,2,2016,30Q258,PPS82,PHYS ED,93, ,93,0.5,54.5,0.5,,,,,214817390,,,,
Course,2,2016,30Q258,SLS22,LIVING ENV 2 OF 2,93, ,93,1,54.5,1,,,,,214817390,,,,
Course,2,2016,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,54.5,0,,,,,214817390,,,,
Course,2,2016,30Q258,SQS22T,ENGINEERING FOUNDATI,95, ,95,1,54.5,1,93.61538462,6.5,6.5,6.5,214817390,,,,
Course,1,2016,30Q258,EES81,ENGLISH 9 1 OF 2,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,1,2016,30Q258,EES82,ENGLISH 9 2 OF 2,91, ,91,1,54.5,1,,,,,214817390,,,,
Course,1,2016,30Q258,MES21,CC Algebra I 1 of 2,96, ,96,1,54.5,1,,,,,214817390,,,,
Course,1,2016,30Q258,PPS81,PHYS ED,93, ,93,0.5,54.5,0.5,,,,,214817390,,,,
Course,1,2016,30Q258,RZS21T,WORK BASED LEARNING ,96, ,96,1,54.5,1,,,,,214817390,,,,
Course,1,2016,30Q258,SLS21,LIVING ENV 1 OF 2,90, ,90,1,54.5,1,,,,,214817390,,,,
Course,1,2016,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,54.5,0,,,,,214817390,,,,
Course,1,2016,30Q258,SQS21T,ENGINEERING FOUNDATI,98, ,98,1,54.5,1,93.61538462,6.5,6.5,6.5,214817390,,,,
Exam  ,2,2018,30Q258,HXRUE ,USHIST REG JUNE,90,*,90,0,54.5,0,,,,,214817390,,,,
Exam  ,2,2018,30Q258,MXRNE ,CC ALGEBRA II REG JU,79, ,79,0,54.5,0,,,,,214817390,,,,
Exam  ,2,2018,30Q258,SXRPE ,PHYSICS REG JUN,70,*,70,0,54.5,0,,0,0,0,214817390,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,94,*,94,0,54.5,0,,,,,214817390,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,78, ,78,0,54.5,0,,,,,214817390,,,,
Exam  ,2,2017,30Q258,SXRXE ,CHEMISTRY R JUNE,67, ,67,0,54.5,0,,0,0,0,214817390,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,77, ,77,0,54.5,0,,0,0,0,214817390,,,,
Exam  ,2,2016,30Q258,MXRCE ,CC ALGEBRA I REG JUN,82, ,82,0,54.5,0,,,,,214817390,,,,
Exam  ,2,2016,30Q258,SXRKE ,LIVENVIR R JUNE,91, ,91,0,54.5,0,,0,0,0,214817390,54.5,54.5,94.25321101,54.5
Course,2,2020,30Q258,AGS44,Art and Design,100, ,100,0.5,44,0.5,,,,,246884523,,,,
Course,2,2020,30Q258,EES88X,AP English Language ,100, ,100,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,FSS62,SPANISH I  2 OF 2,98, ,98,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,HUS22X,AP US History,92, ,92,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,MQS11U**,MAT 115 - College Al,A, ,95,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,95, ,95,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,PPS86,PHYS ED,100, ,100,0.5,44,0.5,,,,,246884523,,,,
Course,2,2020,30Q258,RQS22T,Energy and Sustainab,99, ,99,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,SCS22,CHEMISTRY 2 OF 2,98, ,98,1,44,1,,,,,246884523,,,,
Course,2,2020,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,44,0,98.3125,8,8,8,246884523,,,,
Course,1,2020,30Q258,AGS43,Art and Design 11,85, ,85,0.5,44,0.5,,,,,246884523,,,,
Course,1,2020,30Q258,EES87X,AP English Language ,94, ,94,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,FSS61,SPANISH I  1 OF 2,98, ,98,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,HUS21X,AP US History,90, ,90,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,95, ,95,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,PPS85,PHYS ED,100, ,100,0.5,44,0.5,,,,,246884523,,,,
Course,1,2020,30Q258,RQS21T,Energy & Sustainabil,98, ,98,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,SCS21,CHEMISTRY 1 OF 2,96, ,96,1,44,1,,,,,246884523,,,,
Course,1,2020,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,44,0,94.78571429,7,7,7,246884523,,,,
Course,2,2019,30Q258,AUS22,Digital Art 2 of 2,100, ,100,0.5,44,0.5,,,,,246884523,,,,
Course,2,2019,30Q258,EES86,ENGLISH 11 2 OF 2,98, ,98,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,HBS11U**,HUP 102 - Critical T,A, ,95,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,HGS43,GLOBAL STUDIES 10 1 ,94, ,94,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,HGS44,GLOBAL STUDIES 10 2 ,94, ,94,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,MGS22,GEOMETRY 2 OF 2,95, ,95,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,PPS84,PHYS ED,95, ,95,0.5,44,0.5,,,,,246884523,,,,
Course,2,2019,30Q258,RVS22T,Engineering in the W,99, ,99,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,SWS22X,AP Environmental Sci,91, ,91,1,44,1,,,,,246884523,,,,
Course,2,2019,30Q258,SWS22XL,AP Environmental Sci,P,*,,0,44,0,96.625,8,8,8,246884523,,,,
Course,1,2019,30Q258,AUS21,Digital Art 1 of 2,92, ,92,0.5,44,0.5,,,,,246884523,,,,
Course,1,2019,30Q258,EES85,ENGLISH 11 1 OF 2,93, ,93,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,HGS41,GLOBAL STUDIES 9 1 O,91, ,91,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,HGS42,GLOBAL STUDIES 9 2 O,91, ,91,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,MGS21,GEOMETRY 1 OF 2,98, ,98,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,PPS83,PHYS ED,97, ,97,0.5,44,0.5,,,,,246884523,,,,
Course,1,2019,30Q258,RVS21T,Engineering in the W,93, ,93,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,SWS21X,AP Environmental Sci,P,*,,1,44,1,,,,,246884523,,,,
Course,1,2019,30Q258,SWS21XL,AP Environmental Sci,P,*,,0,44,0,93.41666667,7,7,6,246884523,,,,
Course,2,2018,30Q258,EES83,ENGLISH 10 1 OF 2,95, ,95,1,44,1,,,,,246884523,,,,
Course,2,2018,30Q258,EES84,ENGLISH 10 2 OF 2,95, ,95,1,44,1,,,,,246884523,,,,
Course,2,2018,30Q258,MES43,INTEGRATED ALGEBRA 3,94, ,94,1,44,1,,,,,246884523,,,,
Course,2,2018,30Q258,MES44,INTEGRATED ALGEBRA 4,94, ,94,1,44,1,,,,,246884523,,,,
Course,2,2018,30Q258,PHS22,HEALTH 2 of 2,90, ,90,0.5,44,0.5,,,,,246884523,,,,
Course,2,2018,30Q258,PPS82,PHYS ED,100, ,100,0.5,44,0.5,,,,,246884523,,,,
Course,2,2018,30Q258,SLS22,LIVING ENV 2 OF 2,84, ,84,1,44,1,,,,,246884523,,,,
Course,2,2018,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,44,0,,,,,246884523,,,,
Course,2,2018,30Q258,SQS22T,ENGINEERING FOUNDATI,93, ,93,1,44,1,92.85714286,7,7,7,246884523,,,,
Course,1,2018,30Q258,EES81,ENGLISH 9 1 OF 2,92, ,92,1,44,1,,,,,246884523,,,,
Course,1,2018,30Q258,EES82,ENGLISH 9 2 OF 2,92, ,92,1,44,1,,,,,246884523,,,,
