Course.exam,TermCD,SchoolYear,CourseSchoolDBN,Table,CourseTitle,Mark,Mark.1,NumericEquivalent,Credits,CreditEarned,CreditEarned.1,Term.Average.Display,Credits.Total,Credit.Earned.Total,Credits.Average,StudentID,Credits.Total.1,Credit.Earned.Total.1,Cumulative.Term.Average1,Credits.Average.1
Course,2,2019,30Q258,FSS65X,AP Spanish Language ,91, ,91,1,0,1,,,,,214629082,,,,
Course,2,2019,30Q258,FSS66X,AP Spanish Language ,91, ,91,1,0,1,,,,,214629082,,,,
Course,2,2019,30Q258,HVS11,PART IN GOVT,88, ,88,1,0,1,,,,,214629082,,,,
Course,2,2019,30Q258,PPS88,PHYS ED,100, ,100,0.5,0,0.5,,,,,214629082,,,,
Course,2,2019,30Q258,RQS44T,Technology & Sustain,94, ,94,0.5,0,0.5,,,,,214629082,,,,
Course,2,2019,30Q258,SKS22XA,AP Computer Science ,97, ,97,1,0,1,92.8,5,5,5,214629082,,,,
Course,1,2019,30Q258,EES21,Capstone,90, ,90,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,FSS63X**,AP Spanish Language ,90, ,90,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,FSS64X**,AP Spanish Language ,90, ,90,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,HES11,ECONOMICS,87, ,87,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,MQS11U**,MAT 115 - College Al,B-, ,83,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,PHS11,HEALTH,100, ,100,1,0,1,,,,,214629082,,,,
Course,1,2019,30Q258,PPS87,PHYS ED,87, ,87,0.5,0,0.5,,,,,214629082,,,,
Course,1,2019,30Q258,RQS43T,Technology & Sustain,87, ,87,0.5,0,0.5,,,,,214629082,,,,
Course,1,2019,30Q258,SKS21XA,AP Computer Science ,88, ,88,1,0,1,92.6625,8,8,8,214629082,,,,
Course,2,2018,30Q258,EES88X,AP English Language ,87, ,87,1,0,1,,,,,214629082,,,,
Course,2,2018,30Q258,FSS62QA,Heritage Spanish 2,96, ,96,1,0,1,,,,,214629082,,,,
Course,2,2018,30Q258,HUS22,US HISTORY 2 OF 2,87, ,87,1,0,1,,,,,214629082,,,,
Course,2,2018,30Q258,MRS22,ALGEBRA 2 / TRIG 2 O,95, ,95,1,0,1,,,,,214629082,,,,
Course,2,2018,30Q258,PPS86,PHYS ED,91, ,91,0.5,0,0.5,,,,,214629082,,,,
Course,2,2018,30Q258,RQS42T,College and Career F,100, ,100,0.5,0,0.5,,,,,214629082,,,,
Course,2,2018,30Q258,SKS22,Science of Robotics ,95, ,95,0.5,0,0.5,,,,,214629082,,,,
Course,2,2018,30Q258,SPS22,PHYSICS  2 OF 2,95, ,95,1,0,1,,,,,214629082,,,,
Course,2,2018,30Q258,SPS22QL,PHYSICS LAB 2 OF 2,P,*,,0,0,0,,,,,214629082,,,,
Course,2,2018,30Q258,TQS22,Robotics Fabrication,95, ,95,1,0,1,93.06666667,7.5,7.5,7.5,214629082,,,,
Course,1,2018,30Q258,EES87X,AP English Language ,95, ,95,1,0,1,,,,,214629082,,,,
Course,1,2018,30Q258,FSS61QA,Heritage Spanish 1,93, ,93,1,0,1,,,,,214629082,,,,
Course,1,2018,30Q258,HUS21,US HISTORY 1 OF 2,86, ,86,1,0,1,,,,,214629082,,,,
Course,1,2018,30Q258,MRS21,ALGEBRA 2 / TRIG 1 O,93, ,93,1,0,1,,,,,214629082,,,,
Course,1,2018,30Q258,PPS85,PHYS ED,96, ,96,0.5,0,0.5,,,,,214629082,,,,
Course,1,2018,30Q258,RQS41T,College and Career F,95, ,95,0.5,0,0.5,,,,,214629082,,,,
Course,1,2018,30Q258,SKS21,Science of Robotics,92, ,92,0.5,0,0.5,,,,,214629082,,,,
Course,1,2018,30Q258,SPS21,PHYSICS  1 OF 2,90, ,90,1,0,1,,,,,214629082,,,,
Course,1,2018,30Q258,SPS21QL,PHYSICS  LAB 1 OF 2,P,*,,0,0,0,,,,,214629082,,,,
Course,1,2018,30Q258,TQS11U,MAE109 - Introductio,A, ,95,1,0,1,92.46666667,7.5,7.5,7.5,214629082,,,,
Course,2,2017,30Q258,CHS22,Greek Theater II,95, ,95,0.5,0,0.5,,,,,214629082,,,,
Course,2,2017,30Q258,EES86,ENGLISH 11 2 OF 2,94, ,94,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,HBS11U,HUP 102 Critical Thi,A-, ,93,0.5,0,0.5,,,,,214629082,,,,
Course,2,2017,30Q258,HGS43,GLOBAL STUDIES 10 1 ,90, ,90,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,HGS44,GLOBAL STUDIES 10 2 ,90, ,90,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,88, ,88,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,PPS84,PHYS ED,90, ,90,0.5,0,0.5,,,,,214629082,,,,
Course,2,2017,30Q258,RVS22T,Engineering in the W,94, ,94,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,SCS22,CHEMISTRY 2 OF 2,90, ,90,1,0,1,,,,,214629082,,,,
Course,2,2017,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,P,*,,0,0,0,91.33333333,7.5,7.5,7.5,214629082,,,,
Course,1,2017,30Q258,CHS21,Greek Theater I,92, ,92,0.5,0,0.5,,,,,214629082,,,,
Course,1,2017,30Q258,EES85,ENGLISH 11 1 OF 2,91, ,91,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,HGS41,GLOBAL STUDIES 9 1 O,92, ,92,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,HGS42,GLOBAL STUDIES 9 2 O,91, ,91,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,94, ,94,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,PPS83,PHYS ED,90, ,90,0.5,0,0.5,,,,,214629082,,,,
Course,1,2017,30Q258,RVS21T,Engineering in the W,96, ,96,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,SCS21,CHEMISTRY 1 OF 2,95, ,95,1,0,1,,,,,214629082,,,,
Course,1,2017,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,P,*,,0,0,0,92.85714286,7,7,7,214629082,,,,
Course,2,2016,30Q258,ANS21,STUDIO ART I 1 of 2,83, ,83,1,0,1,,,,,214629082,,,,
Course,2,2016,30Q258,EES83,ENGLISH 10 1 OF 2,86, ,86,1,0,1,,,,,214629082,,,,
Course,2,2016,30Q258,EES84,ENGLISH 10 2 OF 2,86, ,86,1,0,1,,,,,214629082,,,,
Course,2,2016,30Q258,MES22,CC Algebra I 2 of 2,92, ,92,1,0,1,,,,,214629082,,,,
Course,2,2016,30Q258,PPS82,PHYS ED,81, ,81,0.5,0,0.5,,,,,214629082,,,,
Course,2,2016,30Q258,SLS22,LIVING ENV 2 OF 2,86, ,86,1,0,1,,,,,214629082,,,,
Course,2,2016,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,0,0,,,,,214629082,,,,
Course,2,2016,30Q258,SQS22T,ENGINEERING FOUNDATI,89, ,89,1,0,1,86.53846154,6.5,6.5,6.5,214629082,,,,
Course,1,2016,30Q258,EES81,ENGLISH 9 1 OF 2,83, ,83,1,0,1,,,,,214629082,,,,
Course,1,2016,30Q258,EES82,ENGLISH 9 2 OF 2,83, ,83,1,0,1,,,,,214629082,,,,
Course,1,2016,30Q258,MES21,CC Algebra I 1 of 2,93, ,93,1,0,1,,,,,214629082,,,,
Course,1,2016,30Q258,PPS81,PHYS ED,90, ,90,0.5,0,0.5,,,,,214629082,,,,
Course,1,2016,30Q258,RZS21T,WORK BASED LEARNING ,97, ,97,1,0,1,,,,,214629082,,,,
Course,1,2016,30Q258,SLS21,LIVING ENV 1 OF 2,87, ,87,1,0,1,,,,,214629082,,,,
Course,1,2016,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,0,0,,,,,214629082,,,,
Course,1,2016,30Q258,SQS21T,ENGINEERING FOUNDATI,97, ,97,1,0,1,90,6.5,6.5,6.5,214629082,,,,
Exam  ,2,2019,30Q258,FXTSE ,SPANISH LOTE,WA,*,,0,0,0,,,,,214629082,,,,
Exam  ,2,2019,30Q258,SXRPE ,PHYSICS REG JUN,WA,*,,0,0,0,,0,0,0,214629082,,,,
Exam  ,2,2018,30Q258,HXRUE ,USHIST REG JUNE,90,*,90,0,0,0,,,,,214629082,,,,
Exam  ,2,2018,30Q258,MXRNE ,CC ALGEBRA II REG JU,71, ,71,0,0,0,,,,,214629082,,,,
Exam  ,2,2018,30Q258,SXRPE ,PHYSICS REG JUN,54,*,54,0,0,0,,0,0,0,214629082,,,,
Exam  ,2,2017,30Q258,HXRTE ,GLOBAL TRNS REG JUN,90,*,90,0,0,0,,,,,214629082,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,73, ,73,0,0,0,,,,,214629082,,,,
Exam  ,2,2017,30Q258,SXRXE ,CHEMISTRY R JUNE,75, ,75,0,0,0,,0,0,0,214629082,,,,
Exam  ,1,2017,30Q258,EXRCR ,CC ELA REG JAN,84, ,84,0,0,0,,0,0,0,214629082,,,,
Exam  ,2,2016,30Q258,MXRCE ,CC ALGEBRA I REG JUN,78, ,78,0,0,0,,,,,214629082,,,,
Exam  ,2,2016,30Q258,SXRKE ,LIVENVIR R JUNE,75, ,75,0,0,0,,0,0,0,214629082,55.5,55.5,91.51891892,55.5
Course,2,2017,30Q258,CGS21,Intro to Theater,85, ,85,1,0,1,,,,,207664955,,,,
Course,2,2017,30Q258,HVS11,PART IN GOVT,65, ,65,1,0,1,,,,,207664955,,,,
Course,2,2017,30Q258,PPS88,PHYS ED,90, ,90,0.5,0,0.5,,,,,207664955,,,,
Course,2,2017,30Q258,RQS44T,CDOS Career Studies ,66, ,66,0.5,0,0.5,76,3,3,3,207664955,,,,
Course,1,2017,30Q258,EWS11U,ENG 259 Technical Wr,C+, ,78,1,0,1,,,,,207664955,,,,
Course,1,2017,30Q258,FSS63X**,AP Spanish Language ,82, ,82,1,0,1,,,,,207664955,,,,
Course,1,2017,30Q258,FSS64X**,AP Spanish Language ,82, ,82,1,0,1,,,,,207664955,,,,
Course,1,2017,30Q258,HES11,ECONOMICS,70, ,70,1,0,1,,,,,207664955,,,,
Course,1,2017,30Q258,PPS87,PHYS ED,85, ,85,0.5,0,0.5,,,,,207664955,,,,
Course,1,2017,30Q258,RQS43T,CDOS Career Studies ,75, ,75,0.5,0,0.5,,,,,207664955,,,,
Course,1,2017,30Q258,SFS21,Forensic Science 1,67, ,67,1,0,1,79.23333333,6,6,6,207664955,,,,
Course,2,2016,30Q258,EES88U,English 8 of 8 ENG10,A-, ,93,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,FSS62,SPANISH I  2 OF 2,85, ,85,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,HUS22,US HISTORY 2 OF 2,87, ,87,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,MRS22QC,Algebra II- Data and,88, ,88,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,PHS11,HEALTH,80, ,80,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,PPS86,PHYS ED,70, ,70,0.5,0,0.5,,,,,207664955,,,,
Course,2,2016,30Q258,SES22,EARTH SCIENCE 2 OF 2,65, ,65,1,0,1,,,,,207664955,,,,
Course,2,2016,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,82,6.5,6.5,6.5,207664955,,,,
Course,1,2016,30Q258,ANS21,STUDIO ART I 1 of 2,94, ,94,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,EES87,ENGLISH 12 1 OF 2,95, ,95,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,FSS61,SPANISH I  1 OF 2,88, ,88,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,HUS21,US HISTORY 1 OF 2,85, ,85,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,MRS21QC,Algebra II- Data and,82, ,82,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,PPS85,PHYS ED,85, ,85,0.5,0,0.5,,,,,207664955,,,,
Course,1,2016,30Q258,SES21,EARTH SCIENCE 1 OF 2,76, ,76,1,0,1,,,,,207664955,,,,
Course,1,2016,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,86.53846154,6.5,6.5,6.5,207664955,,,,
Course,2,2015,30Q258,EES86,ENGLISH 11 2 OF 2,79, ,79,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,HGS43,GLOBAL STUDIES 10 1 ,80, ,80,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,HGS44,GLOBAL STUDIES 10 2 ,80, ,80,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,MGS22,GEOMETRY 2 OF 2,79, ,79,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,PPS84,PHYS ED,65, ,65,0.5,0,0.5,,,,,207664955,,,,
Course,2,2015,30Q258,RZS22T,WORK BASED LEARNING ,88, ,88,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,SCS22,CHEMISTRY 2 OF 2,68, ,68,1,0,1,,,,,207664955,,,,
Course,2,2015,30Q258,SCS22QL,CHEMISTRY LAB 2 OF 2,CR,*,,0,0,0,77.92307692,6.5,6.5,6.5,207664955,,,,
Course,1,2015,30Q258,EES85,ENGLISH 11 1 OF 2,81, ,81,1,0,1,,,,,207664955,,,,
Course,1,2015,30Q258,HBS11U**,HUP 102 Critical Thi,A-, ,93,0.5,0,0.5,,,,,207664955,,,,
Course,1,2015,30Q258,HGS41,GLOBAL STUDIES 9 1 O,82, ,82,1,0,1,,,,,207664955,,,,
Course,1,2015,30Q258,HGS42,GLOBAL STUDIES 9 2 O,82, ,82,1,0,1,,,,,207664955,,,,
Course,1,2015,30Q258,MGS21,GEOMETRY 1 OF 2,74, ,74,1,0,1,,,,,207664955,,,,
Course,1,2015,30Q258,PPS83,PHYS ED,83, ,83,0.5,0,0.5,,,,,207664955,,,,
Course,1,2015,30Q258,SCS21,CHEMISTRY 1 OF 2,79, ,79,1,0,1,,,,,207664955,,,,
Course,1,2015,30Q258,SCS21QL,CHEMISTRY LAB 1 OF 2,CR,*,,0,0,0,,,,,207664955,,,,
Course,1,2015,30Q258,SQS22T,ENGINEERING FOUNDATI,81, ,81,1,0,1,81.66428571,7,7,7,207664955,,,,
Course,2,2014,30Q258,EES83,ENGLISH 10 1 OF 2,84, ,84,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,EES84,ENGLISH 10 2 OF 2,84, ,84,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,GAS22,Freshman Seminar,P,*,,0,0,0,,,,,207664955,,,,
Course,2,2014,30Q258,GAS82,Advisory,P,*,,0,0,0,,,,,207664955,,,,
Course,2,2014,30Q258,MES22,INTEGRATED ALGEBRA 2,80, ,80,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,MQS22,Mathematical Modelin,80, ,80,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,PPS82,PHYS ED,83, ,83,0.5,0,0.5,,,,,207664955,,,,
Course,2,2014,30Q258,RZS11T,Work Based Learning ,87, ,87,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,SLS22,LIVING ENV 2 OF 2,82, ,82,1,0,1,,,,,207664955,,,,
Course,2,2014,30Q258,SLS22QL,LIVING ENV LAB 2 OF ,P,*,,0,0,0,82.84615385,6.5,6.5,6.5,207664955,,,,
Course,1,2014,30Q258,EES81,ENGLISH 9 1 OF 2,75, ,75,1,0,1,,,,,207664955,,,,
Course,1,2014,30Q258,EES82,ENGLISH 9 2 OF 2,75, ,75,1,0,1,,,,,207664955,,,,
Course,1,2014,30Q258,GAS21,Freshman Seminar,P,*,,0,0,0,,,,,207664955,,,,
Course,1,2014,30Q258,GAS81,Advisory,P,*,,0,0,0,,,,,207664955,,,,
Course,1,2014,30Q258,MES21,INTEGRATED ALGEBRA 1,73, ,73,1,0,1,,,,,207664955,,,,
Course,1,2014,30Q258,MQS21,Mathematical Modelin,73, ,73,1,0,1,,,,,207664955,,,,
Course,1,2014,30Q258,PPS81,PHYS ED,93, ,93,0.5,0,0.5,,,,,207664955,,,,
Course,1,2014,30Q258,SLS21,LIVING ENV 1 OF 2,77, ,77,1,0,1,,,,,207664955,,,,
Course,1,2014,30Q258,SLS21QL,LIVING ENV 1 LAB 1 O,P,*,,0,0,0,,,,,207664955,,,,
Course,1,2014,30Q258,SQS11T,Engineering Design P,82, ,82,1,0,1,77.15384615,6.5,6.5,6.5,207664955,,,,
Exam  ,2,2016,30Q258,FXTSE ,SPANISH LOTE,100, ,100,0,0,0,,,,,207664955,,,,
Exam  ,2,2016,30Q258,HXRUE ,USHIST REG JUNE,90, ,90,0,0,0,,,,,207664955,,,,
Exam  ,2,2016,30Q258,SXRUE ,PHSET ES R JUN,55, ,55,0,0,0,,0,0,0,207664955,,,,
Exam  ,1,2016,30Q258,MXRCR ,CC ALGEBRA I REG JAN,76, ,76,0,0,0,,0,0,0,207664955,,,,
Exam  ,2,2015,30Q258,EXRCE ,CC ELA REG JUN,94, ,94,0,0,0,,,,,207664955,,,,
Exam  ,2,2015,30Q258,HXRGE ,GLOB HIST REG JUN,90, ,90,0,0,0,,,,,207664955,,,,
Exam  ,2,2015,30Q258,MXRKE ,CC GEOMETRY REG JUN,58, ,58,0,0,0,,,,,207664955,,,,
Exam  ,2,2015,30Q258,SXRXE ,CHEMISTRY R JUNE,56, ,56,0,0,0,,0,0,0,207664955,,,,
Exam  ,2,2014,30Q258,SXRKE ,LIVENVIR R JUNE,80,*,80,0,0,0,,0,0,0,207664955,48.5,48.5,80.76391753,48.5
Course,2,2020,28Q620,BCS22T4F,CAREER FIN MGMT 4 OF,83, ,83,0.25,0,0.25,,,,,217126433,,,,
Course,2,2020,28Q620,HES11QF,ECONOMICS,65, ,65,1,0,1,,,,,217126433,,,,
Course,2,2020,28Q620,HQS11QF,PEER GROUP CONNECTIO,93, ,93,1,0,1,,,,,217126433,,,,
Course,2,2020,28Q620,PQS11QNF,INDOOR SPORTS SOPH S,86, ,86,0.58,0,0.58,,,,,217126433,,,,
Course,2,2020,28Q620,RFS66TF,COMMERCIAL INDUSTRIA,NX,*,,2,0,0,80.78798587,4.83,2.83,2.83,217126433,,,,
Course,1,2020,28Q620,BCS21T3F,CAREER FIN MGMT 3 OF,81, ,81,0.25,0,0.25,,,,,217126433,,,,
Course,1,2020,28Q620,GLS21QF,LEADERSHIP 1 OF 2,93, ,93,0,0,0,,,,,217126433,,,,
Course,1,2020,28Q620,HVS11QF,PART IN GOVT,65, ,65,1,0,1,,,,,217126433,,,,
Course,1,2020,28Q620,MQS11U,TECHNICAL MATH,C+,*,78,1,0,1,,,,,217126433,,,,
Course,1,2020,28Q620,PPS11QNF,INDOOR SPORTS SOPH,84, ,84,0.58,0,0.58,,,,,217126433,,,,
Course,1,2020,28Q620,RFS65TF,COMMERCIAL INDUSTRIA,86, ,86,2,0,2,79.88772846,4.83,4.83,3.83,217126433,,,,
Course,7,2019,28Q690,HGF41,GLOBAL HISTORY 9 1OF,NX,*,,1,0,0,,1,0,0,217126433,,,,
Course,2,2019,28Q620,BCS22T,CAREER FIN MGMT 2 OF,86, ,86,0.25,0,0.25,,,,,217126433,,,,
Course,2,2019,28Q620,EES88,ENGLISH 12 2 OF 2,76, ,76,1,0,1,,,,,217126433,,,,
Course,2,2019,28Q620,FSS22,SPANISH I 2 OF 2,92, ,92,1,0,1,,,,,217126433,,,,
Course,2,2019,28Q620,GQS11UQW,WOMEN IN AMERICA CN,B-, ,83,0,0,0,,,,,217126433,,,,
Course,2,2019,28Q620,HGS42QXB,GLOBAL 9 2 OF 2,P,*,,1,0,1,,,,,217126433,,,,
Course,2,2019,28Q620,HUS22,US HISTORY 2 OF 2,89, ,89,1,0,1,,,,,217126433,,,,
Course,2,2019,28Q620,MPS22,PRE CALCULUS 2 OF 2,90, ,90,1,0,1,,,,,217126433,,,,
Course,2,2019,28Q620,PPS11Q2F,FITNESS,93, ,93,0.58,0,0.58,,,,,217126433,,,,
Course,2,2019,28Q620,RFS64T,ELEC INST 11 2 OF 2,75, ,75,2,0,2,,,,,217126433,,,,
Course,2,2019,28Q620,SBS22,NEUROSCIENCE 2 OF 2,85, ,85,1,0,1,83.9642401,8.83,8.83,7.83,217126433,,,,
Course,1,2019,28Q620,BCS21T,CAREER FIN MGMT 1 OF,97, ,97,0.25,0,0.25,,,,,217126433,,,,
Course,1,2019,28Q620,EES87,ENGLISH 12 1 OF 2,83, ,83,1,0,1,,,,,217126433,,,,
Course,1,2019,28Q620,FSS21,SPANISH I 1 OF 2,92, ,92,1,0,1,,,,,217126433,,,,
Course,1,2019,28Q620,GQS11UQS,SOCIOLOGY CN,B,*,85,0,0,0,,,,,217126433,,,,
Course,1,2019,28Q620,HGS41QXB,GLOBAL 9 1 OF 2,P,*,,1,0,1,,,,,217126433,,,,
Course,1,2019,28Q620,HUS21,US HISTORY 1 OF 2,80, ,80,1,0,1,,,,,217126433,,,,
Course,1,2019,28Q620,MPS21,PRE CALCULUS 1 OF 2,65, ,65,1,0,1,,,,,217126433,,,,
Course,1,2019,28Q620,PPS11QQF,FITNESS,83, ,83,0.58,0,0.58,,,,,217126433,,,,
Course,1,2019,28Q620,RFS63T,ELEC INST 11 1 OF 2,76, ,76,2,0,2,,,,,217126433,,,,
Course,1,2019,28Q620,SBS21,NEUROSCIENCE 1 OF 2,82, ,82,1,0,1,79.99872286,8.83,8.83,7.83,217126433,,,,
Course,2,2018,28Q620,EES86,ENGLISH 11 2 OF 2,70, ,70,1,0,1,,,,,217126433,,,,
Course,2,2018,28Q620,HGS44,GLOBAL STUDIES 10 2 ,76, ,76,1,0,1,,,,,217126433,,,,
Course,2,2018,28Q620,MRS22,CC ALGEBRA II / TRIG,65, ,65,1,0,1,,,,,217126433,,,,
Course,2,2018,28Q620,PPS11Q2F,FITNESS,92, ,92,0.58,0,0.58,,,,,217126433,,,,
Course,2,2018,28Q620,RFS62T,ELEC INST 10 2 OF 2,83, ,83,2,0,2,,,,,217126433,,,,
Course,2,2018,28Q620,SCS22,CHEMISTRY 2 OF 2,55, ,55,1,0,0,,,,,217126433,,,,
Course,2,2018,28Q620,SCS22QL,CHEMISTRY LAB 2 OF 2,U, ,55,0,0,0,,,,,217126433,,,,
Course,2,2018,28Q620,UAS11,MUSIC APPRECIATION,85, ,85,1,0,1,75.24538259,7.58,6.58,7.58,217126433,,,,
Course,1,2018,28Q620,EES85,ENGLISH 11 1 OF 2,85, ,85,1,0,1,,,,,217126433,,,,
Course,1,2018,28Q620,HGS43,GLOBAL STUDIES 10 1 ,82, ,82,1,0,1,,,,,217126433,,,,
Course,1,2018,28Q620,MRS21,CC ALGEBRA II / TRIG,65, ,65,1,0,1,,,,,217126433,,,,
Course,1,2018,28Q620,PPS11QQF,FITNESS,98, ,98,0.58,0,0.58,,,,,217126433,,,,
Course,1,2018,28Q620,RFS61T,ELEC INST 10 1 OF 2,77, ,77,2,0,2,,,,,217126433,,,,
Course,1,2018,28Q620,SCS21,CHEMISTRY 1 OF 2,55, ,55,1,0,0,,,,,217126433,,,,
Course,1,2018,28Q620,SCS21QL,CHEMISTRY LAB 1 OF 2,U, ,55,0,0,0,75.65957447,6.58,5.58,6.58,217126433,,,,
Course,2,2017,30Q258,ANS21,STUDIO ART I,82, ,82,1,0,1,,,,,217126433,,,,
Course,2,2017,30Q258,EES83,ENGLISH 10 1 OF 2,80, ,80,1,0,1,,,,,217126433,,,,
Course,2,2017,30Q258,EES84,ENGLISH 10 2 OF 2,80, ,80,1,0,1,,,,,217126433,,,,
Course,2,2017,30Q258,MGS22,CC Geometry 2 of 2,79, ,79,1,0,1,,,,,217126433,,,,
Course,2,2017,30Q258,PHS22,HEALTH 2 of 2,80, ,80,0.5,0,0.5,,,,,217126433,,,,
Course,2,2017,30Q258,PPS82,PHYS ED,90, ,90,0.5,0,0.5,,,,,217126433,,,,
Course,2,2017,30Q258,SES22,EARTH SCIENCE 2 OF 2,77, ,77,1,0,1,,,,,217126433,,,,
Course,2,2017,30Q258,SES22QL,EARTH SCIENCE LAB 2 ,P,*,,0,0,0,,,,,217126433,,,,
Course,2,2017,30Q258,SQS22T,ENGINEERING FOUNDATI,81, ,81,1,0,1,80.57142857,7,7,7,217126433,,,,
Course,1,2017,30Q258,EES81,ENGLISH 9 1 OF 2,84, ,84,1,0,1,,,,,217126433,,,,
Course,1,2017,30Q258,EES82,ENGLISH 9 2 OF 2,84, ,84,1,0,1,,,,,217126433,,,,
Course,1,2017,30Q258,MGS21,CC Geometry 1 of 2,82, ,82,1,0,1,,,,,217126433,,,,
Course,1,2017,30Q258,MQS21QA,Topics in Discrete M,90, ,90,1,0,1,,,,,217126433,,,,
Course,1,2017,30Q258,PHS21,HEALTH 1 of 2,82, ,82,0.5,0,0.5,,,,,217126433,,,,
Course,1,2017,30Q258,PPS81,PHYS ED,90, ,90,0.5,0,0.5,,,,,217126433,,,,
Course,1,2017,30Q258,SES21,EARTH SCIENCE 1 OF 2,85, ,85,1,0,1,,,,,217126433,,,,
Course,1,2017,30Q258,SES21QL,EARTH SCIENCE LAB 1 ,P,*,,0,0,0,,,,,217126433,,,,
Course,1,2017,30Q258,SQS21T,ENGINEERING FOUNDATI,82, ,82,1,0,1,84.71428571,7,7,7,217126433,,,,
Course,1,2016,27Q137,MEN11A,ALGEBRA,80, ,80,2,0,2,,,,,217126433,,,,
Course,1,2016,27Q137,SLN11A,LIVING ENV,80, ,80,2,0,2,80,4,4,4,217126433,,,,
Exam  ,2,2020,28Q620,JXCTE ,CTE Final Exam,F,*,55,0,0,0,,,,,217126433,,,,
Exam  ,2,2020,28Q620,JXCTE2 ,CTE Exam Second Atte,F,*,55,0,0,0,,,,,217126433,,,,
Exam  ,2,2020,28Q620,JXCTE3 ,CTE Exam Third Attem,F,*,55,0,0,0,,0,0,0,217126433,,,,
Exam  ,2,2019,28Q620,HXRKE ,FRAMEWORK US HIST RE,WA,*,,0,0,0,,,,,217126433,,,,
Exam  ,2,2019,28Q620,HXRUE ,USHIST REG JUNE,WA,*,,0,0,0,,0,0,0,217126433,,,,
Exam  ,2,2018,28Q620,EXRCE ,CC ELA REG JUN,89, ,89,0,0,0,,,,,217126433,,,,
Exam  ,2,2018,28Q620,HXRTE ,GLOBAL TRNS REG JUN,81, ,81,0,0,0,,,,,217126433,,,,
Exam  ,2,2018,28Q620,MXRNE ,CC ALGEBRA II REG JU,79, ,79,0,0,0,,,,,217126433,,,,
Exam  ,2,2018,28Q620,SXRXE ,CHEMISTRY R JUNE,52, ,52,0,0,0,,0,0,0,217126433,,,,
Exam  ,2,2017,30Q258,MXRKE ,CC GEOMETRY REG JUN,73, ,73,0,0,0,,,,,217126433,,,,
Exam  ,2,2017,30Q258,SXRUE ,PHSET ES R JUN,82, ,82,0,0,0,,0,0,0,217126433,,,,
Exam  ,1,2016,27Q137,MXRCE ,CC ALGEBRA I REG JUN,83,*,83,0,0,0,,,,,217126433,,,,
Exam  ,1,2016,27Q137,SXRKE ,LIVENVIR R JUNE,82,*,82,0,0,0,,0,0,0,217126433,60.48,55.48,80.09599853,54.48
Course,3,2019,24Q744,HGTFF,VOY GLOBAL CC,85, ,85,1,0,1,85,1,1,1,205478572,,,,
Course,2,2019,24Q744,EETCA,VOY ENGLISH CC,65, ,65,1,0,1,,,,,205478572,,,,
